count_datetime,session_id,session_started,session_finished,session_total_counted,schedule_id,schedule_started,schedule_ended,gate_id,gate_label,gate_group_id,gate_group_label,person_kind_id,person_kind,segment_id,start_latitude,start_longitude,end_latitude,end_longitude
8/18/15 06:49,2787,8/18/15 06:49,8/18/15 06:54,39,995,8/18/15 06:00,8/18/15 18:00,2,,313,,406,PedTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 06:49,2787,8/18/15 06:49,8/18/15 06:54,39,995,8/18/15 06:00,8/18/15 18:00,2,,313,,406,PedTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 06:49,2787,8/18/15 06:49,8/18/15 06:54,39,995,8/18/15 06:00,8/18/15 18:00,2,,313,,406,PedTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 06:49,2787,8/18/15 06:49,8/18/15 06:54,39,995,8/18/15 06:00,8/18/15 18:00,2,,313,,406,PedTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 06:49,2787,8/18/15 06:49,8/18/15 06:54,39,995,8/18/15 06:00,8/18/15 18:00,2,,313,,406,PedTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 06:49,2787,8/18/15 06:49,8/18/15 06:54,39,995,8/18/15 06:00,8/18/15 18:00,2,,313,,406,PedTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 06:49,2787,8/18/15 06:49,8/18/15 06:54,39,995,8/18/15 06:00,8/18/15 18:00,2,,313,,406,PedTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 06:49,2787,8/18/15 06:49,8/18/15 06:54,39,995,8/18/15 06:00,8/18/15 18:00,2,,313,,406,PedTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 06:49,2787,8/18/15 06:49,8/18/15 06:54,39,995,8/18/15 06:00,8/18/15 18:00,2,,313,,406,PedTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 06:49,2787,8/18/15 06:49,8/18/15 06:54,39,995,8/18/15 06:00,8/18/15 18:00,2,,313,,406,PedTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 06:49,2787,8/18/15 06:49,8/18/15 06:54,39,995,8/18/15 06:00,8/18/15 18:00,2,,313,,406,PedTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 06:49,2787,8/18/15 06:49,8/18/15 06:54,39,995,8/18/15 06:00,8/18/15 18:00,2,,313,,406,PedTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 06:49,2787,8/18/15 06:49,8/18/15 06:54,39,995,8/18/15 06:00,8/18/15 18:00,2,,313,,408,CycleTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 06:49,2787,8/18/15 06:49,8/18/15 06:54,39,995,8/18/15 06:00,8/18/15 18:00,2,,313,,408,CycleTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 06:49,2787,8/18/15 06:49,8/18/15 06:54,39,995,8/18/15 06:00,8/18/15 18:00,2,,313,,408,CycleTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 06:49,2787,8/18/15 06:49,8/18/15 06:54,39,995,8/18/15 06:00,8/18/15 18:00,2,,313,,408,CycleTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 06:49,2787,8/18/15 06:49,8/18/15 06:54,39,995,8/18/15 06:00,8/18/15 18:00,2,,313,,408,CycleTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 06:49,2787,8/18/15 06:49,8/18/15 06:54,39,995,8/18/15 06:00,8/18/15 18:00,2,,313,,406,PedTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 06:49,2787,8/18/15 06:49,8/18/15 06:54,39,995,8/18/15 06:00,8/18/15 18:00,2,,313,,408,CycleTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 06:50,2787,8/18/15 06:49,8/18/15 06:54,39,995,8/18/15 06:00,8/18/15 18:00,2,,313,,406,PedTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 06:50,2787,8/18/15 06:49,8/18/15 06:54,39,995,8/18/15 06:00,8/18/15 18:00,2,,313,,406,PedTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 06:50,2787,8/18/15 06:49,8/18/15 06:54,39,995,8/18/15 06:00,8/18/15 18:00,2,,313,,406,PedTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 06:50,2787,8/18/15 06:49,8/18/15 06:54,39,995,8/18/15 06:00,8/18/15 18:00,2,,313,,406,PedTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 06:50,2787,8/18/15 06:49,8/18/15 06:54,39,995,8/18/15 06:00,8/18/15 18:00,2,,313,,406,PedTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 06:52,2787,8/18/15 06:49,8/18/15 06:54,39,995,8/18/15 06:00,8/18/15 18:00,2,,313,,406,PedTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 06:52,2787,8/18/15 06:49,8/18/15 06:54,39,995,8/18/15 06:00,8/18/15 18:00,2,,313,,408,CycleTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 06:52,2787,8/18/15 06:49,8/18/15 06:54,39,995,8/18/15 06:00,8/18/15 18:00,2,,313,,406,PedTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 06:52,2787,8/18/15 06:49,8/18/15 06:54,39,995,8/18/15 06:00,8/18/15 18:00,2,,313,,406,PedTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 06:52,2787,8/18/15 06:49,8/18/15 06:54,39,995,8/18/15 06:00,8/18/15 18:00,2,,313,,406,PedTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 06:52,2787,8/18/15 06:49,8/18/15 06:54,39,995,8/18/15 06:00,8/18/15 18:00,2,,313,,406,PedTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 06:52,2787,8/18/15 06:49,8/18/15 06:54,39,995,8/18/15 06:00,8/18/15 18:00,2,,313,,406,PedTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 06:52,2787,8/18/15 06:49,8/18/15 06:54,39,995,8/18/15 06:00,8/18/15 18:00,2,,313,,406,PedTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 06:52,2787,8/18/15 06:49,8/18/15 06:54,39,995,8/18/15 06:00,8/18/15 18:00,2,,313,,406,PedTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 06:53,2787,8/18/15 06:49,8/18/15 06:54,39,995,8/18/15 06:00,8/18/15 18:00,2,,313,,406,PedTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 06:53,2787,8/18/15 06:49,8/18/15 06:54,39,995,8/18/15 06:00,8/18/15 18:00,2,,313,,406,PedTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 06:53,2787,8/18/15 06:49,8/18/15 06:54,39,995,8/18/15 06:00,8/18/15 18:00,2,,313,,406,PedTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 06:53,2787,8/18/15 06:49,8/18/15 06:54,39,995,8/18/15 06:00,8/18/15 18:00,2,,313,,406,PedTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 06:53,2787,8/18/15 06:49,8/18/15 06:54,39,995,8/18/15 06:00,8/18/15 18:00,2,,313,,408,CycleTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 06:53,2787,8/18/15 06:49,8/18/15 06:54,39,995,8/18/15 06:00,8/18/15 18:00,2,,313,,408,CycleTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 06:51,2788,8/18/15 06:51,8/18/15 06:56,2,996,8/18/15 06:00,8/18/15 18:00,3,,314,,409,PedFrom,116557,38.399425,-41.603474,38.399425,-41.603474
8/18/15 06:54,2788,8/18/15 06:51,8/18/15 06:56,2,996,8/18/15 06:00,8/18/15 18:00,3,,314,,409,PedFrom,116557,38.399425,-41.603474,38.399425,-41.603474
8/18/15 07:00,2789,8/18/15 07:00,8/18/15 07:05,10,995,8/18/15 06:00,8/18/15 18:00,2,,313,,406,PedTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 07:00,2789,8/18/15 07:00,8/18/15 07:05,10,995,8/18/15 06:00,8/18/15 18:00,2,,313,,408,CycleTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 07:00,2789,8/18/15 07:00,8/18/15 07:05,10,995,8/18/15 06:00,8/18/15 18:00,2,,313,,406,PedTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 07:00,2789,8/18/15 07:00,8/18/15 07:05,10,995,8/18/15 06:00,8/18/15 18:00,2,,313,,408,CycleTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 07:00,2789,8/18/15 07:00,8/18/15 07:05,10,995,8/18/15 06:00,8/18/15 18:00,2,,313,,406,PedTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 07:00,2789,8/18/15 07:00,8/18/15 07:05,10,995,8/18/15 06:00,8/18/15 18:00,2,,313,,406,PedTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 07:00,2789,8/18/15 07:00,8/18/15 07:05,10,995,8/18/15 06:00,8/18/15 18:00,2,,313,,406,PedTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 07:01,2789,8/18/15 07:00,8/18/15 07:05,10,995,8/18/15 06:00,8/18/15 18:00,2,,313,,408,CycleTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 07:01,2789,8/18/15 07:00,8/18/15 07:05,10,995,8/18/15 06:00,8/18/15 18:00,2,,313,,406,PedTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 07:01,2789,8/18/15 07:00,8/18/15 07:05,10,995,8/18/15 06:00,8/18/15 18:00,2,,313,,406,PedTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 06:49,2787,8/18/15 06:49,8/18/15 06:54,9,995,8/18/15 06:00,8/18/15 18:00,2,,313,,406,PedTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 06:49,2787,8/18/15 06:49,8/18/15 06:54,9,995,8/18/15 06:00,8/18/15 18:00,2,,313,,406,PedTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 06:49,2787,8/18/15 06:49,8/18/15 06:54,9,995,8/18/15 06:00,8/18/15 18:00,2,,313,,406,PedTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 06:49,2787,8/18/15 06:49,8/18/15 06:54,8,995,8/18/15 06:00,8/18/15 18:00,2,,313,,408,CycleTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 06:49,2787,8/18/15 06:49,8/18/15 06:54,8,995,8/18/15 06:00,8/18/15 18:00,2,,313,,408,CycleTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 06:49,2787,8/18/15 06:49,8/18/15 06:54,8,995,8/18/15 06:00,8/18/15 18:00,2,,313,,408,CycleTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 06:49,2787,8/18/15 06:49,8/18/15 06:54,8,995,8/18/15 06:00,8/18/15 18:00,2,,313,,408,CycleTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 06:49,2787,8/18/15 06:49,8/18/15 06:54,9,995,8/18/15 06:00,8/18/15 18:00,2,,313,,406,PedTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 06:49,2787,8/18/15 06:49,8/18/15 06:54,8,995,8/18/15 06:00,8/18/15 18:00,2,,313,,408,CycleTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 06:50,2787,8/18/15 06:49,8/18/15 06:54,9,995,8/18/15 06:00,8/18/15 18:00,2,,313,,406,PedTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 06:50,2787,8/18/15 06:49,8/18/15 06:54,9,995,8/18/15 06:00,8/18/15 18:00,2,,313,,406,PedTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 06:50,2787,8/18/15 06:49,8/18/15 06:54,9,995,8/18/15 06:00,8/18/15 18:00,2,,313,,406,PedTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 06:52,2787,8/18/15 06:49,8/18/15 06:54,8,995,8/18/15 06:00,8/18/15 18:00,2,,313,,408,CycleTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 06:52,2787,8/18/15 06:49,8/18/15 06:54,9,995,8/18/15 06:00,8/18/15 18:00,2,,313,,406,PedTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 06:52,2787,8/18/15 06:49,8/18/15 06:54,9,995,8/18/15 06:00,8/18/15 18:00,2,,313,,406,PedTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 06:53,2787,8/18/15 06:49,8/18/15 06:54,8,995,8/18/15 06:00,8/18/15 18:00,2,,313,,408,CycleTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 06:53,2787,8/18/15 06:49,8/18/15 06:54,8,995,8/18/15 06:00,8/18/15 18:00,2,,313,,408,CycleTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 06:51,2788,8/18/15 06:51,8/18/15 06:56,2,996,8/18/15 06:00,8/18/15 18:00,3,,314,,409,PedFrom,116557,38.399425,-41.603474,38.399425,-41.603474
8/18/15 06:54,2788,8/18/15 06:51,8/18/15 06:56,2,996,8/18/15 06:00,8/18/15 18:00,3,,314,,409,PedFrom,116557,38.399425,-41.603474,38.399425,-41.603474
8/18/15 07:00,2789,8/18/15 07:00,8/18/15 07:05,33,995,8/18/15 06:00,8/18/15 18:00,2,,313,,406,PedTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 07:00,2789,8/18/15 07:00,8/18/15 07:05,30,995,8/18/15 06:00,8/18/15 18:00,2,,313,,408,CycleTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 07:00,2789,8/18/15 07:00,8/18/15 07:05,33,995,8/18/15 06:00,8/18/15 18:00,2,,313,,406,PedTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 07:00,2789,8/18/15 07:00,8/18/15 07:05,30,995,8/18/15 06:00,8/18/15 18:00,2,,313,,408,CycleTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 07:00,2789,8/18/15 07:00,8/18/15 07:05,33,995,8/18/15 06:00,8/18/15 18:00,2,,313,,406,PedTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 07:00,2789,8/18/15 07:00,8/18/15 07:05,33,995,8/18/15 06:00,8/18/15 18:00,2,,313,,406,PedTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 07:00,2789,8/18/15 07:00,8/18/15 07:05,33,995,8/18/15 06:00,8/18/15 18:00,2,,313,,406,PedTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 07:01,2789,8/18/15 07:00,8/18/15 07:05,30,995,8/18/15 06:00,8/18/15 18:00,2,,313,,408,CycleTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 07:01,2789,8/18/15 07:00,8/18/15 07:05,33,995,8/18/15 06:00,8/18/15 18:00,2,,313,,406,PedTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 07:01,2789,8/18/15 07:00,8/18/15 07:05,33,995,8/18/15 06:00,8/18/15 18:00,2,,313,,406,PedTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 07:10,2789,8/18/15 07:00,8/18/15 07:05,10,995,8/18/15 06:00,8/18/15 18:00,2,,313,,406,PedFrom,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 07:10,2789,8/18/15 07:00,8/18/15 07:05,10,995,8/18/15 06:00,8/18/15 18:00,2,,313,,406,PedFrom,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 07:10,2789,8/18/15 07:00,8/18/15 07:05,10,995,8/18/15 06:00,8/18/15 18:00,2,,313,,406,PedFrom,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 07:10,2789,8/18/15 07:00,8/18/15 07:05,10,995,8/18/15 06:00,8/18/15 18:00,2,,313,,406,PedFrom,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 07:10,2789,8/18/15 07:00,8/18/15 07:05,10,995,8/18/15 06:00,8/18/15 18:00,2,,313,,406,PedFrom,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 07:10,2789,8/18/15 07:00,8/18/15 07:05,10,995,8/18/15 06:00,8/18/15 18:00,2,,313,,406,PedFrom,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 07:10,2789,8/18/15 07:00,8/18/15 07:05,10,995,8/18/15 06:00,8/18/15 18:00,2,,313,,406,PedFrom,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 07:10,2789,8/18/15 07:00,8/18/15 07:05,10,995,8/18/15 06:00,8/18/15 18:00,2,,313,,406,PedFrom,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 07:10,2789,8/18/15 07:00,8/18/15 07:05,10,995,8/18/15 06:00,8/18/15 18:00,2,,313,,406,PedFrom,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 07:10,2789,8/18/15 07:00,8/18/15 07:05,10,995,8/18/15 06:00,8/18/15 18:00,2,,313,,406,PedFrom,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 07:15,2789,8/18/15 07:00,8/18/15 07:05,33,995,8/18/15 06:00,8/18/15 18:00,2,,313,,406,PedTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 07:15,2789,8/18/15 07:00,8/18/15 07:05,33,995,8/18/15 06:00,8/18/15 18:00,2,,313,,406,PedTo,116556,38.399425,-41.603474,38.399425,-41.603474
8/18/15 07:15,2789,8/18/15 07:00,8/18/15 07:05,33,995,8/18/15 06:00,8/18/15 18:00,2,,313,,406,PedTo,116556,38.399425,-41.603474,38.399425,-41.603474
